Supplementary Table 2.  Description of all core sequences.						
						
Core metagenome ID	Functional Description	Taxonomy	CAZy class	Acc. No.	Average Abundance (per recA)	Std Error
aggregates-combined-assembly1_5327397_274_903_+	alpha-L-rhamnosidase	Bacteria;Actinobacteria;Actinobacteridae	GH78	ABS01610.1	0.021819704	0.004154078
aggregates-combined-assembly1_5067429_119_883_+	glycosyl transferase-like protein	Bacteria;Proteobacteria;Alphaproteobacteria	GT1	ACB24811.1	0.021817172	0.007726533
aggregates-combined-assembly1_5624712_1_597_+	putative carboxylesterase	Bacteria;Proteobacteria;Gammaproteobacteria	CE10	AAL20541.1	0.021776288	0.005488076
aggregates-combined-assembly1_5625122_206_856_+	3-Deoxy-D-manno-octulosonic-acid transferase	Bacteria;Proteobacteria;Alphaproteobacteria	GT30	AAW61721.1	0.021770665	0.005550198
aggregates-combined-assembly1_5663474_1_375_+	alpha-glucan phosphorylase	Bacteria;Proteobacteria;Deltaproteobacteria	GT35	ABQ28336.1	0.021760174	0.007532725
aggregates-combined-assembly1_5379059_1_720_-	glycoside hydrolase family 23	Bacteria;Bacteroidetes;Bacteroidetes	GH23	ABR44275.1	0.021708555	0.004579299
aggregates-combined-assembly1_5402566_1_352_-	similar to lipopolysaccharide heptosyltransferase I	Bacteria;Planctomycetes;Planctomycetacia	GT9	CAJ74327.1	0.021704198	0.004027664
aggregates-combined-assembly1_5270745_1_272_+	possible dolichol monophosphate mannose synthase	Bacteria;Proteobacteria;Betaproteobacteria	GT83	CAD85563.1	0.021646444	0.005104103
aggregates-combined-assembly1_5586784_961_1800_+	hypothetical protein	Bacteria;Planctomycetes;Planctomycetacia	GT9	CAJ74686.1	0.021600029	0.005733316
aggregates-combined-assembly1_4956803_414_911_+	conserved hypothetical protein	Bacteria;Proteobacteria;Alphaproteobacteria	CE4	ABG31938.1	0.021564617	0.005974407
aggregates-combined-assembly1_5443042_1_690_+	cellulase	Bacteria;Firmicutes;Bacillales	GH9	CAB38941.1	0.021552767	0.00525447
aggregates-combined-assembly1_5379392_1_279_+	conserved hypothetical protein	Bacteria;Acidobacteria;Solibacteres	none	ABJ88043.1	0.021542276	0.0063048
aggregates-combined-assembly1_5031381_1_188_-	conserved hypothetical protein	Bacteria;Acidobacteria;Acidobacteriales	GH5	ABF39322.1	0.021500729	0.007840741
aggregates-combined-assembly1_5362625_1_611_-	"b-glycosidase, glycoside hydrolase family 3 protein"	Bacteria;Bacteroidetes;Sphingobacteria	GH3	ABG57307.1	0.0214909	0.005691119
aggregates-combined-assembly1_5416525_1_461_+	hypothetical protein MG101174	Eukaryota;Fungi;Ascomycota	GT22	XP_365897.1	0.021445508	0.004033671
aggregates-combined-assembly1_5454513_1_871_-	"extracellular solute-binding protein, family 3"	Bacteria;Cyanobacteria;Nostocales	GH1	ACC80873.1	0.021438526	0.006034039
aggregates-combined-assembly1_5376762_371_898_-	N-glycosylation	Bacteria;Actinobacteria;Actinobacteridae	GT1	ABK73821.1	0.021418298	0.005518732
aggregates-combined-assembly1_5792896_1_210_+	glycosyl transferase group 1	Bacteria;Verrucomicrobia;Opitutae	GT4	ACB74521.1	0.021413941	0.004163862
aggregates-combined-assembly1_5414307_187_545_+	hypothetical protein BBta_2243	Bacteria;Proteobacteria;Alphaproteobacteria	GH103	ABQ34421.1	0.021378529	0.004112277
aggregates-combined-assembly1_5615200_1_416_+	trehalose synthase	Bacteria;Chloroflexi;Chloroflexales	GH13	ABY34390.1	0.021368037	0.005725102
aggregates-combined-assembly1_5636837_49_697_-	glycosyl transferase family 2	Archaea;Crenarchaeota;Thermoprotei	GT2	ABX12491.1	0.021342605	0.004284173
aggregates-combined-assembly1_5256007_1_884_+	TPR repeat-containing protein	Bacteria;Chlorobi;Chlorobia	GT41	ABL65857.1	0.021336982	0.005872576
aggregates-combined-assembly1_4946206_1_445_+	NAD-dependent epimerase/dehydratase	Bacteria;Proteobacteria;Alphaproteobacteria	none	ABP71318.1	0.021324621	0.006177286
aggregates-combined-assembly1_5624094_1_432_-	ADP-heptose:LPS heptosyltransferase	Bacteria;Verrucomicrobia;unclassified	GT9	ACD83943.1	0.021314641	0.00590678
aggregates-combined-assembly1_5366221_1_572_-	alpha-L-rhamnosidase	Bacteria;Actinobacteria;Actinobacteridae	GH78	ABS01610.1	0.021304149	0.007864043
aggregates-combined-assembly1_4845031_1_728_-	glycosyl transferase family 2	Bacteria;Chlorobi;Chlorobia	GT2	ACD89993.1	0.021298526	0.009477691
aggregates-combined-assembly1_5149320_1340_1785_-	"glycosyl transferase, group 1"	Bacteria;Proteobacteria;Deltaproteobacteria	GT4	ABC80791.1	0.021293566	0.005371395
aggregates-combined-assembly1_5640069_21_443_-	putative glycosyltransferase	Bacteria;Planctomycetes;Planctomycetacia	GT4	CAD72658.1	0.021268737	0.007452864
aggregates-combined-assembly1_5414278_1_492_-	NAD-dependent epimerase/dehydratase	Bacteria;Proteobacteria;Alphaproteobacteria	none	ABP71318.1	0.021232721	0.002029021
aggregates-combined-assembly1_5718698_1_486_-	4-alpha-glucanotransferase	Bacteria;Proteobacteria;Alphaproteobacteria	GH77	ABJ07644.1	0.021215341	0.00802161
aggregates-combined-assembly1_5470214_1_496_+	"glycosyl transferase, group 1"	Bacteria;Proteobacteria;Deltaproteobacteria	GT4	ABK16665.1	0.021201155	0.003892737
aggregates-combined-assembly1_5470214_523_715_+	glycosyl transferase family 2	Bacteria;Proteobacteria;Betaproteobacteria	GT2	ACB33658.1	0.021201155	0.003892737
aggregates-combined-assembly1_5599791_1_588_+	glycogen synthase	Bacteria;Chloroflexi;Chloroflexales	GT4	ABY36272.1	0.021197309	0.003979241
aggregates-combined-assembly1_5586772_1_645_+	"glycosyl transferase, group 2 family protein"	Bacteria;Proteobacteria;Gammaproteobacteria	GT4	ABO89540.1	0.021128553	0.004320869
aggregates-combined-assembly1_5162129_1_792_-	chitinase	Bacteria;environmental;	GH18	BAF02587.1	0.021117215	0.004611443
aggregates-combined-assembly1_5636795_1_974_-	"glycosyl transferase, family 2"	Bacteria;Proteobacteria;Deltaproteobacteria	GT2	ABQ27955.1	0.021076423	0.00355838
aggregates-combined-assembly1_5550855_1_206_+	Glycogen/starch/alpha-glucan phosphorylase	Bacteria;Acidobacteria;Acidobacteriales	GT35	ABF39825.1	0.021065268	0.01119928
aggregates-combined-assembly1_5067819_237_680_-	"glycoside hydrolase family 20, candidate beta-N-acetylhexosaminidase"	Bacteria;Bacteroidetes;Bacteroidetes	GH20	ABR41845.1	0.021044101	0.005598049
aggregates-combined-assembly1_5650176_1_242_-	glucoamylase precursor	Bacteria;Firmicutes;Clostridia	GH15	BAA02251.1	0.021014404	0.00751331
aggregates-combined-assembly1_4723009_1_570_+	cytidylyltransferase domain protein	Bacteria;Firmicutes;Clostridia	none	ABS39172.1	0.021009444	0.003429904
aggregates-combined-assembly1_5107747_1_868_-	arylsulfatase	Bacteria;Planctomycetes;Planctomycetacia	GH43	CAD72594.1	0.020915012	0.005024837
aggregates-combined-assembly1_5533508_325_1192_-	arabinase-TS	Bacteria;Firmicutes;Bacillales	GH43	BAB64339.1	0.020895295	0.005883563
aggregates-combined-assembly1_4975159_1_915_+	glycosyl transferase family 9	Bacteria;candidate;Elusimicrobium	GT9	ACC98181.1	0.020853145	0.005951903
aggregates-combined-assembly1_5414373_1_656_+	NAD-dependent epimerase/dehydratase	Bacteria;Proteobacteria;Alphaproteobacteria	none	ABN77274.1	0.020843165	0.004490541
aggregates-combined-assembly1_5353254_1_557_-	putative oxidoreductase	Bacteria;Actinobacteria;Actinobacteridae	GH109	CAJ88292.1	0.02082209	0.004798979
aggregates-combined-assembly1_4796415_1_657_-	Alpha-amylase-family protein	Bacteria;Proteobacteria;Deltaproteobacteria	CBM48	CAN97339.1	0.02077492	0.006624151
aggregates-combined-assembly1_5415355_1_319_+	putative beta-xylosidase	Bacteria;Bacteroidetes;Bacteroidetes	GH43	BAD47374.1	0.020696603	0.005897469
aggregates-combined-assembly1_5636748_1_842_-	beta-hydroxyacyl-(acyl-carrier-protein) dehydratase FabZ	Bacteria;Verrucomicrobia;Verrucomicrobiae	CE11	ACD05731.1	0.020666302	0.003736971
aggregates-combined-assembly1_5231932_1_499_+	Polysaccharide deacetylase	Bacteria;Spirochaetes;Spirochaetales	CE4	ABJ80419.1	0.020651454	0.004281804
aggregates-combined-assembly1_4942170_1_738_+	probable glycosyltransferase protein	Bacteria;Proteobacteria;Alphaproteobacteria	GT2	ABC89580.1	0.020644472	0.005534216
aggregates-combined-assembly1_5310030_1_849_+	"alpha-L-glycero-D-manno-heptose alpha-1,3-glucosyltransferase"	Bacteria;Proteobacteria;Deltaproteobacteria	GT4	ABC78497.1	0.020624755	0.004903472
aggregates-combined-assembly1_5589946_1_322_-	"dolichol-phosphate mannosyltransferase, fused to C-terminal uncharacterized domain"	Archaea;Euryarchaeota;Thermococci	GT2	BAD85921.1	0.020584475	0.004351557
aggregates-combined-assembly1_4771033_1_411_-	"two-component system sensor histidine kinase/response regulator, hybrid (one component system)"	Bacteria;Bacteroidetes;Bacteroidetes	GT2	AAO76290.1	0.020578852	0.005833568
aggregates-combined-assembly1_5454865_1_260_-	conserved hypothetical protein	Bacteria;Acidobacteria;Solibacteres	none	ABJ83585.1	0.020562134	0.006180769
aggregates-combined-assembly1_5190873_11_892_-	"glycosyltransferase/CDP-glycerol:poly(glycerophosphate) glycerophosphotransferase, GT2 family"	Archaea;Euryarchaeota;Methanobacteria	GT2	ABQ87799.1	0.020557777	0.004671499
aggregates-combined-assembly1_4986257_11_406_-	hypothetical protein	Eukaryota;Fungi;Ascomycota	GH93	EAA29319.1	0.02055342	0.004041859
aggregates-combined-assembly1_5137302_1_488_+	alpha-glucan phosphorylases	Bacteria;Actinobacteria;Actinobacteridae	GT35	ABL81323.1	0.020510607	0.007846641
aggregates-combined-assembly1_4595197_1_248_-	"alpha-1,3-polybranched dextran hydrogenase"	Bacteria;Bacteroidetes;Sphingobacteria	GH97	BAE92748.1	0.020489532	0.006827173
aggregates-combined-assembly1_5454828_1_387_-	glycoside hydrolase family 97	Bacteria;Bacteroidetes;Bacteroidetes	GH97	ABR37863.1	0.020464611	0.004713387
aggregates-combined-assembly1_5171407_1_158_+	Beta-glucosidase	Bacteria;Proteobacteria;Alphaproteobacteria	GH1	ABD08322.1	0.020412573	0.007742575
aggregates-combined-assembly1_5229217_609_1049_+	glycosyl transferase	Bacteria;Actinobacteria;Actinobacteridae	GT2	ACC40760.1	0.020401989	0.00447372
aggregates-combined-assembly1_4584140_1_373_-	MltA domain protein	Bacteria;Proteobacteria;Alphaproteobacteria	GH102	ABS67293.1	0.020366066	0.004442762
aggregates-combined-assembly1_5544201_1_355_-	glycogen phosphorylase	Bacteria;Proteobacteria;Deltaproteobacteria	GT35	ABC76772.1	0.020336276	0.002643813
aggregates-combined-assembly1_4832368_278_710_-	glycogen synthase	Bacteria;Chloroflexi;Chloroflexales	GT4	ABY36272.1	0.020318804	0.003686591
aggregates-combined-assembly1_5587739_1_498_+	N-acetylglucosamine-6-phosphate deacetylase	Bacteria;Firmicutes;Bacillales	CE9	BAE19161.1	0.020314447	0.003683333
aggregates-combined-assembly1_5376458_1_1050_+	apolipoprotein N-acyltransferase	Bacteria;Actinobacteria;Actinobacteridae	GT2	ABW13558.1	0.020272389	0.004862483
aggregates-combined-assembly1_5012316_602_940_-	hypothetical protein AN53922	Eukaryota;Fungi;Ascomycota	GH92	EAA62552.1	0.020246956	0.003367601
aggregates-combined-assembly1_5548473_1_962_-	F5/8 type C domain protein	Bacteria;Proteobacteria;Deltaproteobacteria	CBM32	ABF86225.1	0.020246956	0.003367601
aggregates-combined-assembly1_5376302_1_800_-	polysaccharide deacetylase	Bacteria;Acidobacteria;Solibacteres	CE4	ABJ85391.1	0.020226485	0.005964295
aggregates-combined-assembly1_5017216_1_354_+	monofunctional biosynthetic peptidoglycan transglycosylase	Bacteria;Proteobacteria;Betaproteobacteria	GT51	ABX34125.1	0.020199786	0.006123812
aggregates-combined-assembly1_5792584_1_315_-	Soluble lytic murein transglycosylase	Bacteria;Verrucomicrobia;unclassified	GH23	ACD82159.1	0.020189714	0.004489069
aggregates-combined-assembly1_5547044_1_197_-	amidohydrolase	Bacteria;Firmicutes;Clostridia	CE9	ABN52998.1	0.020158148	0.003349802
aggregates-combined-assembly1_4827686_1_785_+	glycosyltransferase	Archaea;Euryarchaeota;Methanomicrobia	GT4	AAM04600.1	0.020085034	0.005988714
aggregates-combined-assembly1_5601760_21_746_-	"two-component system sensor histidine kinase/response regulator, hybrid (one component system)"	Bacteria;Bacteroidetes;Bacteroidetes	GT2	AAO76290.1	0.020085034	0.005988714
aggregates-combined-assembly1_4990644_944_1690_-	beta-N-acetylglucosaminidase	Bacteria;Bacteroidetes;Sphingobacteria	GH3	ABC45027.1	0.020018056	0.005779355
aggregates-combined-assembly1_5589421_1_701_-	hypothetical protein AN35112	Eukaryota;Fungi;Ascomycota	GH61	EAA59072.1	0.019957211	0.002538702
aggregates-combined-assembly1_5016746_1_338_-	"strongly similar to 1,4-alpha-glucan branching enzyme"	Bacteria;Planctomycetes;Planctomycetacia	CBM48	CAJ73819.1	0.019945454	0.006603331
aggregates-combined-assembly1_4667640_1_512_+	"glycosyltransferase, putative"	Bacteria;Firmicutes;Clostridia	GT4	ABK61759.1	0.019911307	0.004937502
aggregates-combined-assembly1_4873096_1_681_-	Penicillin-binding protein 1A	Bacteria;Acidobacteria;Acidobacteriales	GT51	ABF43231.1	0.019841796	0.007981026
aggregates-combined-assembly1_5311244_1_613_-	conserved hypothetical protein	Bacteria;Cyanobacteria;Nostocales	none	ACC80814.1	0.01982559	0.006953648
aggregates-combined-assembly1_5554315_1_309_+	RTX toxins and related Ca2+-binding protein	Bacteria;Proteobacteria;Gammaproteobacteria	CBM2	ABC29272.1	0.019821987	0.004460977
aggregates-combined-assembly1_5635902_1_550_+	hypothetical protein AN53922	Eukaryota;Fungi;Ascomycota	GH92	EAA62552.1	0.019790932	0.004275735
aggregates-combined-assembly1_5510308_1_281_-	Alpha-L-arabinofuranosidase-like protein	Bacteria;Acidobacteria;Solibacteres	GH51	ABJ84977.1	0.019759877	0.004515823
aggregates-combined-assembly1_5555309_1_447_+	"glycosyl transferase, family 2"	Bacteria;Proteobacteria;Gammaproteobacteria	GT2	ABI56896.1	0.019749385	0.006113741
aggregates-combined-assembly1_5054263_1_749_+	chitinase Chi80	Bacteria;Firmicutes;Bacillales	GH18	BAC76694.1	0.019743159	0.004052009
aggregates-combined-assembly1_5548152_1_335_+	conserved hypothetical protein	Bacteria;Proteobacteria;Gammaproteobacteria	GT2	AAM38554.1	0.019738802	0.002633863
aggregates-combined-assembly1_5161428_1_307_-	"Glycogen/starch synthases, ADP-glucose type"	Bacteria;Proteobacteria;Deltaproteobacteria	GT5	ABB30949.1	0.019640768	0.002597292
aggregates-combined-assembly1_4860337_1_627_-	"glycosyl transferase, family 2"	Bacteria;Proteobacteria;Alphaproteobacteria	GT4	ABQ70873.1	0.019609201	0.003721312
aggregates-combined-assembly1_5453718_149_949_-	putative intercellular adhesion protein A	Bacteria;Proteobacteria;Alphaproteobacteria	GT2	BAF90624.1	0.019603578	0.004609008
aggregates-combined-assembly1_4783952_1_305_-	"glycosyl transferase, group 2 family domain protein"	Bacteria;Actinobacteria;Actinobacteridae	GT2	ABM08202.1	0.019587463	0.008156678
aggregates-combined-assembly1_4783952_571_947_-	"putative beta-1,3-glucanase"	Bacteria;Actinobacteria;Actinobacteridae	GH16	ABM08974.1	0.019587463	0.008156678
aggregates-combined-assembly1_4832650_1_262_+	Glycosyltransferase	Bacteria;Verrucomicrobia;unclassified	GT4	ACD82698.1	0.019587463	0.008156678
aggregates-combined-assembly1_4832650_342_945_+	Glycogen debranching enzyme	Bacteria;Verrucomicrobia;unclassified	none	ACD82945.1	0.019587463	0.008156678
aggregates-combined-assembly1_5522170_516_820_+	glycoside hydrolase family 16	Bacteria;Chloroflexi;Herpetosiphonales	GH16	ABX06634.1	0.019509901	0.004992828
aggregates-combined-assembly1_5453080_1_415_+	"two-component system sensor histidine kinase/response regulator, hybrid (one component system)"	Bacteria;Bacteroidetes;Bacteroidetes	GT2	AAO76290.1	0.019480112	0.002636357
aggregates-combined-assembly1_5013785_1_795_+	Alpha-N-arabinofuranosidase	Bacteria;Verrucomicrobia;Opitutae	GH43	ACB76504.1	0.019463997	0.006196232
aggregates-combined-assembly1_5657980_1_318_-	"1,4-alpha-glucan branching enzyme GlgB"	Bacteria;Actinobacteria;Actinobacteridae	CBM48	ABL06005.1	0.019447279	0.006188964
aggregates-combined-assembly1_5190353_28_928_-	Putative glycosyltransferase	Archaea;Euryarchaeota;Thermococci	GT2	CAB50071.1	0.019438565	0.004480346
aggregates-combined-assembly1_5532041_1_657_+	polysaccharide deacetylase	Bacteria;Proteobacteria;Gammaproteobacteria	CE4	AAM39201.1	0.019421092	0.005490413
aggregates-combined-assembly1_5013174_245_442_+	"two-component system sensor histidine kinase/response regulator, hybrid (one component system)"	Bacteria;Bacteroidetes;Bacteroidetes	GT2	AAO76290.1	0.019416224	0.005484854
aggregates-combined-assembly1_5535600_31_519_-	Peptidase M23B	Bacteria;Firmicutes;Clostridia	GH23	ABC18649.1	0.019364697	0.00816048
aggregates-combined-assembly1_5104013_1_885_-	"teichuronic acid biosynthesis glycosyl transferase, putative"	Bacteria;Firmicutes;Clostridia	GT4	ABG86485.1	0.01935538	0.002662546
aggregates-combined-assembly1_5104013_966_1376_-	hypothetical protein Moth_0664	Bacteria;Firmicutes;Clostridia	GT4	ABC18990.1	0.01935538	0.002662546
aggregates-combined-assembly1_4796018_1_663_-	lipase	Bacteria;Proteobacteria;Gammaproteobacteria	CE10	AAF84062.1	0.019354114	0.004983147
aggregates-combined-assembly1_5285768_1_449_-	Lytic transglycosylase catalytic	Bacteria;Proteobacteria;Deltaproteobacteria	GH23	ABS27865.1	0.019306852	0.005623449
aggregates-combined-assembly1_5218312_1_270_+	NAD-dependent epimerase/dehydratase	Bacteria;Proteobacteria;Alphaproteobacteria	none	ABP71318.1	0.019302075	0.008308813
aggregates-combined-assembly1_5403280_1_822_-	"Amylo-alpha-1,6-glucosidase"	Bacteria;Cyanobacteria;Nostocales	none	ACC80455.1	0.019287135	0.004633494
aggregates-combined-assembly1_5403280_903_1610_-	"Amylo-alpha-1,6-glucosidase"	Bacteria;Cyanobacteria;Nostocales	none	ACC80455.1	0.019287135	0.004633494
aggregates-combined-assembly1_5106750_1_402_+	acylaminoacyl-peptidase	Archaea;Euryarchaeota;Halobacteria	CE10	AAG20414.1	0.019270928	0.00428374
aggregates-combined-assembly1_5484080_255_1037_+	"glycosyl transferase, family 2"	Bacteria;Proteobacteria;Betaproteobacteria	GT2	ABI59819.1	0.019270928	0.00428374
aggregates-combined-assembly1_5635750_110_241_+	"glycosyl transferase, group 1"	Bacteria;Actinobacteria;Rubrobacteridae	GT4	ABG03989.1	0.019261703	0.002715352
aggregates-combined-assembly1_5322987_1_416_-	hypothetical protein AN28252	Eukaryota;Fungi;Ascomycota	GH76	EAA63396.1	0.019214533	0.006524022
aggregates-combined-assembly1_5488630_1_288_+	glycosyltransferase 36	Bacteria;Proteobacteria;Deltaproteobacteria	GH94	ABQ28483.1	0.019193458	0.004890899
aggregates-combined-assembly1_4857466_1_484_+	TPR repeat-containing protein	Bacteria;Chlorobi;Chlorobia	GT41	ABL65856.1	0.019162403	0.004958502
aggregates-combined-assembly1_4448636_1_326_-	response regulator receiver protein	Bacteria;Actinobacteria;Actinobacteridae	GT2	ABS01822.1	0.019141328	0.004019602
aggregates-combined-assembly1_4776760_1_247_-	Mannose-1-phosphate guanylyltransferase (GDP)	Bacteria;Proteobacteria;Betaproteobacteria	GT4	ACC75758.1	0.019104649	0.00600119
aggregates-combined-assembly1_5268535_112_740_-	"conserved hypothetical protein, secreted"	Bacteria;Bacteroidetes;Flavobacteria	CE1	CAL67168.1	0.019055143	0.004842047
aggregates-combined-assembly1_5338775_1_471_-	putative glycosyl transferase	Bacteria;Actinobacteria;Actinobacteridae	GT4	BAG22200.1	0.01890807	0.005090829
aggregates-combined-assembly1_5545947_1104_1667_+	putative glycosyltransferase	Bacteria;Actinobacteria;Actinobacteridae	GT2	BAC72346.1	0.018903713	0.00475716
aggregates-combined-assembly1_5545947_814_1032_+	"glycosyl transferase, family 2"	Bacteria;Acidobacteria;Solibacteres	GT2	ABJ85607.1	0.018903713	0.00475716
aggregates-combined-assembly1_4755490_1_350_-	response regulator receiver protein	Bacteria;Actinobacteria;Actinobacteridae	GT2	ABS01822.1	0.018887506	0.004317271
aggregates-combined-assembly1_5629044_1_224_-	"Acylaminoacyl-peptidase, putative (apeH-3)"	Archaea;Crenarchaeota;Thermoprotei	CE10	AAK42808.1	0.018842357	0.003021881
aggregates-combined-assembly1_4688909_106_549_-	SMP-30/Gluconolaconase/LRE domain protein	Bacteria;Acidobacteria;Solibacteres	GH55	ABJ83626.1	0.018815659	0.003006011
aggregates-combined-assembly1_5001964_267_509_-	unnamed protein product	Eukaryota;Fungi;Dikarya	CE4	BAE56160.1	0.018799544	0.006537043
aggregates-combined-assembly1_5201036_1_865_-	endo-chitinase	Bacteria;Proteobacteria;Gammaproteobacteria	CBM5	AAT81212.1	0.018783337	0.005389534
aggregates-combined-assembly1_5405546_1_477_-	"glycosyl transferase, family 2"	Bacteria;Proteobacteria;Deltaproteobacteria	GT2	ABK19216.1	0.018783337	0.005389534
aggregates-combined-assembly1_5109135_1_510_-	Beta-glucosidase-related glycosidase	Bacteria;Verrucomicrobia;unclassified	GH3	ACD83802.1	0.018778469	0.005677838
aggregates-combined-assembly1_5601322_1_550_+	putative glycosyl transferase	Bacteria;Firmicutes;Lactobacillales	GT4	CAI32934.1	0.018778469	0.005677838
aggregates-combined-assembly1_5070153_1_199_-	WfaS	Bacteria;Proteobacteria;Gammaproteobacteria	none	ABD19776.1	0.018747414	0.005162317
aggregates-combined-assembly1_5070153_227_774_-	"glycosyl transferase, group 1"	Bacteria;Chloroflexi;Chloroflexales	GT4	ABQ90847.1	0.018747414	0.005162317
aggregates-combined-assembly1_4414227_113_438_-	response regulator receiver protein	Bacteria;Actinobacteria;Actinobacteridae	GT2	ABS01822.1	0.018726339	0.005134867
aggregates-combined-assembly1_5350483_1_407_+	"two-component system sensor histidine kinase/response regulator, hybrid (one component system)"	Bacteria;Bacteroidetes;Bacteroidetes	GT2	AAO76290.1	0.018726339	0.005134867
aggregates-combined-assembly1_5135330_1168_1341_+	"glycosyl transferase, family 2"	Bacteria;Cyanobacteria;Oscillatoriales	GT21	ABG53868.1	0.018700152	0.004747009
aggregates-combined-assembly1_5135330_194_1081_+	hypothetical protein cce_0751	Bacteria;Cyanobacteria;Chroococcales	GT21	ACB50102.1	0.018700152	0.004747009
aggregates-combined-assembly1_4667871_1_361_+	Sequence 18 from patent US 7026465	Unclassified;;	CE1	ABH65280.1	0.018685303	0.005163362
aggregates-combined-assembly1_5176586_1612_1877_-	Beta-glucosidase	Bacteria;Acidobacteria;Acidobacteriales	GH3	ABF43061.1	0.018680435	0.004999479
aggregates-combined-assembly1_5501295_1_252_+	Cellulose synthase catalytic subunit	Bacteria;Proteobacteria;Alphaproteobacteria	GT2	BAE51857.1	0.018633265	0.008377957
aggregates-combined-assembly1_5042014_236_982_-	glycoside transferase family 32	Bacteria;Bacteroidetes;Bacteroidetes	GT32	AAO78880.1	0.018633173	0.004013029
aggregates-combined-assembly1_5366397_1_227_+	polysaccharide deacetylase	Bacteria;Proteobacteria;Alphaproteobacteria	CE4	ABS66573.1	0.018628305	0.004005101
aggregates-combined-assembly1_4914369_74_634_+	starch binding domain protein	Bacteria;Firmicutes;Clostridia	CBM20	ACD23569.1	0.018566194	0.003409561
aggregates-combined-assembly1_5293024_1_276_+	Peptidoglycan-binding LysM	Bacteria;Proteobacteria;Deltaproteobacteria	GH23	ABK16448.1	0.018565683	0.005585693
aggregates-combined-assembly1_5228903_482_707_+	putative penicillin-binding protein	Bacteria;Actinobacteria;Actinobacteridae	GT51	BAC72295.1	0.018493081	0.005881234
aggregates-combined-assembly1_5229953_1_449_-	putative bifunctional enzyme including aminotransferase and chitin synthase	Bacteria;Proteobacteria;Gammaproteobacteria	GT2	CAG74948.1	0.018467649	0.004432771
aggregates-combined-assembly1_5025438_1_421_+	polysaccharide deacetylase family protein	Bacteria;Proteobacteria;Alphaproteobacteria	CE4	ABI76217.1	0.018405538	0.003260346
aggregates-combined-assembly1_4857590_1_661_+	"glycosyl transferase, group 1"	Bacteria;Acidobacteria;Solibacteres	GT4	ABJ88351.1	0.018399915	0.005323728
aggregates-combined-assembly1_4683755_31_561_+	"glycosyl transferase, group 1"	Bacteria;Proteobacteria;Gammaproteobacteria	GT4	ABZ87700.1	0.018358368	0.006909947
aggregates-combined-assembly1_4801079_1_519_+	glucosidase	Bacteria;Actinobacteria;Actinobacteridae	GH4	ABK69877.1	0.018347785	0.004241869
aggregates-combined-assembly1_5560210_1_963_-	conserved hypothetical protein	Bacteria;Acidobacteria;Solibacteres	none	ABJ83585.1	0.018342162	0.006403033
aggregates-combined-assembly1_5110907_717_992_-	putative glycosyl transferase	Bacteria;Actinobacteria;Actinobacteridae	GH65	CAB69693.1	0.018332936	0.004993695
aggregates-combined-assembly1_4957165_1_784_-	"glycosyl transferase, group 2 family protein"	Bacteria;Firmicutes;Lactobacillales	GT2	AAO81912.1	0.018218184	0.004255219
aggregates-combined-assembly1_5522074_54_766_+	glycosyl transferase family 2	Bacteria;Proteobacteria;Betaproteobacteria	GT4	ABX33962.1	0.018176638	0.005573899
aggregates-combined-assembly1_5338770_25_456_-	"two-component system sensor histidine kinase/response regulator, hybrid (one component system)"	Bacteria;Bacteroidetes;Bacteroidetes	GT2	AAO76290.1	0.01817228	0.00487723
aggregates-combined-assembly1_5217574_1_458_-	hypothetical protein MGG_13549	Eukaryota;Fungi;Dikarya	CBM1	EDJ94650.1	0.018114527	0.005494247
aggregates-combined-assembly1_5194520_1_960_-	putative serine/threonine protein kinase	Bacteria;Actinobacteria;Actinobacteridae	CBM13	CAB92109.1	0.018093452	0.004492578
aggregates-combined-assembly1_5416731_359_1006_+	glycosyltransferase	Bacteria;Proteobacteria;Deltaproteobacteria	GT2	ABA88140.1	0.018074246	0.005018062
aggregates-combined-assembly1_5119699_1_289_-	putative bifunctional glycosyl transferase/isomerase	Bacteria;Actinobacteria;Actinobacteridae	GT4	CAN02769.1	0.018006001	0.006826235
aggregates-combined-assembly1_5546932_1_626_-	response regulator receiver protein	Bacteria;Actinobacteria;Actinobacteridae	GT2	ABS01822.1	0.017959494	0.003562274
aggregates-combined-assembly1_5546932_754_922_-	"two-component system sensor histidine kinase/response regulator, hybrid (one component system)"	Bacteria;Bacteroidetes;Bacteroidetes	GT2	AAO76290.1	0.017959494	0.003562274
aggregates-combined-assembly1_4742409_1_321_+	conserved hypothetical protein	Bacteria;Acidobacteria;Solibacteres	none	ABJ88043.1	0.017932796	0.004511249
aggregates-combined-assembly1_4623130_1_357_+	"Amylo-alpha-1,6-glucosidase"	Bacteria;Cyanobacteria;Nostocales	none	ACC80455.1	0.017896873	0.004850511
aggregates-combined-assembly1_5206280_1_670_-	hypothetical protein AN31062	Eukaryota;Fungi;Ascomycota	GH95	EAA63677.1	0.01776216	0.005281569
aggregates-combined-assembly1_5029030_1_358_-	phosphoheptose isomerase	Bacteria;Proteobacteria;Betaproteobacteria	GT4	ABB75092.1	0.017751668	0.006921476
aggregates-combined-assembly1_5093692_1_586_+	Polysaccharide deacetylase	Bacteria;Proteobacteria;Deltaproteobacteria	CE4	ABC82412.1	0.017741085	0.004177576
