Contig	Mean Abundance	SE	Cazy Class	Cazy Family	Best Hit ID	Description	Taxonomy Lineage			
aggregates-combined-assembly1_4988559_1_281_+	aggregates-combined-assembly1_4988559_1_281_+	0.02809768741073	0.0103520916631298	n.d.	CE4	CE	BAE56160.1	unnamed protein product	Eukaryota	Fungi	Dikarya
aggregates-combined-assembly1_4988559_532_834_+	aggregates-combined-assembly1_4988559_532_834_+	0.02809768741073	0.0103520916631298	n.d.	GT20	GT	ABF90730.1	alpha,alpha-trehalose-phosphate synthase/trehalose-phosphatase	Bacteria	Proteobacteria	Deltaproteobacteria
aggregates-combined-assembly1_4990644_944_1690_-	aggregates-combined-assembly1_4990644_944_1690_-	0.0200180556312025	0.00577935467405002	n.d.	GH3	GH	ABC45027.1	beta-N-acetylglucosaminidase	Bacteria	Bacteroidetes	Sphingobacteria
aggregates-combined-assembly1_4999689_65_1006_-	aggregates-combined-assembly1_4999689_65_1006_-	0.02229417948248	0.00444060475004006	n.d.	GH9	GH	CAF22221.1	cellulase	Bacteria	environmental	
aggregates-combined-assembly1_5001420_1_395_-	aggregates-combined-assembly1_5001420_1_395_-	0.0306965727723	0.0103988411476157	n.d.	CE9	CE	ABI69895.1	amidohydrolase	Bacteria	Proteobacteria	Gammaproteobacteria
aggregates-combined-assembly1_5001738_1_358_-	aggregates-combined-assembly1_5001738_1_358_-	0.040788710164175	0.016240781489939	n.d.	GH15	GH	CAJ64043.1	Conserved hypothetical protein; putative Glycosyl hydrolase family	Bacteria	Actinobacteria	Actinobacteridae
aggregates-combined-assembly1_5001964_267_509_-	aggregates-combined-assembly1_5001964_267_509_-	0.01879954399138	0.00653704313769708	n.d.	CE4	CE	BAE56160.1	unnamed protein product	Eukaryota	Fungi	Dikarya
aggregates-combined-assembly1_5010550_563_1045_-	aggregates-combined-assembly1_5010550_563_1045_-	0.0262765894199475	0.00750941555842815	n.d.	GT4	GT	ABW68397.1	glycosyl transferase group 1	Bacteria	Proteobacteria	Deltaproteobacteria
aggregates-combined-assembly1_5012222_1_789_+	aggregates-combined-assembly1_5012222_1_789_+	0.030800649542975	0.00448121212613075	n.d.	GT1	GT	ACB08216.1	Glycosyltransferase 28 domain protein	Archaea	Korarchaeota	Candidatus
aggregates-combined-assembly1_5012316_602_940_-	aggregates-combined-assembly1_5012316_602_940_-	0.0202469564837	0.00336760114661897	n.d.	GH92	GH	EAA62552.1	hypothetical protein AN53922	Eukaryota	Fungi	Ascomycota
aggregates-combined-assembly1_5013065_157_751_+	aggregates-combined-assembly1_5013065_157_751_+	0.03239563412397	0.0154272618385456	n.d.	CBM32	CB	ABD79742.1	putative carbohydrate-binding protein	Bacteria	Proteobacteria	Gammaproteobacteria
aggregates-combined-assembly1_5013174_245_442_+	aggregates-combined-assembly1_5013174_245_442_+	0.0194162241321225	0.00548485382431721	n.d.	GT2	GT	AAO76290.1	two-component system sensor histidine kinase/response regulator, hybrid (one component system)	Bacteria	Bacteroidetes	Bacteroidetes
aggregates-combined-assembly1_5013314_1_959_-	aggregates-combined-assembly1_5013314_1_959_-	0.0224597955268225	0.00835686437006838	n.d.	CE4	CE	ABJ86366.1	polysaccharide deacetylase	Bacteria	Acidobacteria	Solibacteres
aggregates-combined-assembly1_5013785_1_795_+	aggregates-combined-assembly1_5013785_1_795_+	0.019463997266175	0.00619623233611173	n.d.	GH43	GH	ACB76504.1	Alpha-N-arabinofuranosidase	Bacteria	Verrucomicrobia	Opitutae
aggregates-combined-assembly1_5016746_1_338_-	aggregates-combined-assembly1_5016746_1_338_-	0.0199454535734525	0.00660333126484601	n.d.	CBM48	CB	CAJ73819.1	strongly similar to 1,4-alpha-glucan branching enzyme	Bacteria	Planctomycetes	Planctomycetacia
aggregates-combined-assembly1_5017216_1_354_+	aggregates-combined-assembly1_5017216_1_354_+	0.020199786457925	0.00612381236940522	n.d.	GT51	GT	ABX34125.1	monofunctional biosynthetic peptidoglycan transglycosylase	Bacteria	Proteobacteria	Betaproteobacteria
aggregates-combined-assembly1_5022587_1_1284_-	aggregates-combined-assembly1_5022587_1_1284_-	0.0167868866353975	0.0041843021754411	n.d.	GT2	GT	ABG50779.1	glycosyl transferase, family 2	Bacteria	Cyanobacteria	Oscillatoriales
aggregates-combined-assembly1_5025438_1_421_+	aggregates-combined-assembly1_5025438_1_421_+	0.018405538383475	0.00326034550014878	n.d.	CE4	CE	ABI76217.1	polysaccharide deacetylase family protein	Bacteria	Proteobacteria	Alphaproteobacteria
aggregates-combined-assembly1_5025579_1_710_+	aggregates-combined-assembly1_5025579_1_710_+	0.02472796008865	0.00515417879922417	n.d.	GT2	GT	AAO76290.1	two-component system sensor histidine kinase/response regulator, hybrid (one component system)	Bacteria	Bacteroidetes	Bacteroidetes
aggregates-combined-assembly1_5027518_151_1038_+	aggregates-combined-assembly1_5027518_151_1038_+	0.02189539733438	0.00574251988394902	n.d.	none	none	ABF42267.1	conserved hypothetical protein	Bacteria	Acidobacteria	Acidobacteriales
aggregates-combined-assembly1_5028268_1_1080_+	aggregates-combined-assembly1_5028268_1_1080_+	0.0338742536032775	0.0116220459277415	n.d.	none	none	ABJ83585.1	conserved hypothetical protein	Bacteria	Acidobacteria	Solibacteres
aggregates-combined-assembly1_5028652_1_939_-	aggregates-combined-assembly1_5028652_1_939_-	0.02446758452323	0.0101690371655386	n.d.	PL1	PL	ABR40556.1	polysaccharide lyase family 1	Bacteria	Bacteroidetes	Bacteroidetes
aggregates-combined-assembly1_5029030_1_358_-	aggregates-combined-assembly1_5029030_1_358_-	0.0177516684990475	0.00692147630895081	n.d.	GT4	GT	ABB75092.1	phosphoheptose isomerase	Bacteria	Proteobacteria	Betaproteobacteria
aggregates-combined-assembly1_5029191_14_752_-	aggregates-combined-assembly1_5029191_14_752_-	0.0291242443788	0.005662114711801	n.d.	none	none	ABW02103.1	protein of unknown function DUF608	Archaea	Crenarchaeota	Thermoprotei
aggregates-combined-assembly1_5029487_1_208_-	aggregates-combined-assembly1_5029487_1_208_-	0.039187499263525	0.0126324842023153	n.d.	GH13	GH	CAK05549.1	putative alpha-amylase family protein	Bacteria	Proteobacteria	Alphaproteobacteria
aggregates-combined-assembly1_5030410_1_438_-	aggregates-combined-assembly1_5030410_1_438_-	0.032354750342105	0.0104483098473299	n.d.	GT2	GT	AAO76290.1	two-component system sensor histidine kinase/response regulator, hybrid (one component system)	Bacteria	Bacteroidetes	Bacteroidetes
aggregates-combined-assembly1_5030882_1_449_+	aggregates-combined-assembly1_5030882_1_449_+	0.02885070578205	0.00405959598888272	n.d.	CE4	CE	BAE56160.1	unnamed protein product	Eukaryota	Fungi	Dikarya
aggregates-combined-assembly1_5030884_1_615_+	aggregates-combined-assembly1_5030884_1_615_+	0.024229274601775	0.00366242336602638	n.d.	GH15	GH	BAD58262.1	putative glycosyl hydrolase	Bacteria	Actinobacteria	Actinobacteridae
aggregates-combined-assembly1_5031381_1_188_-	aggregates-combined-assembly1_5031381_1_188_-	0.0215007286939725	0.00784074149071091	n.d.	GH5	GH	ABF39322.1	conserved hypothetical protein	Bacteria	Acidobacteria	Acidobacteriales
aggregates-combined-assembly1_5031827_150_513_+	aggregates-combined-assembly1_5031827_150_513_+	0.028896609667075	0.00529973953318869	n.d.	GH76	GH	EAA63396.1	hypothetical protein AN28252	Eukaryota	Fungi	Ascomycota
aggregates-combined-assembly1_5040477_1_349_-	aggregates-combined-assembly1_5040477_1_349_-	0.022485982410645	0.00787285746092381	n.d.	GT41	GT	ABQ37575.1	putative O-linked N-acetylglucosamine transferase, SPINDLY family	Bacteria	Proteobacteria	Alphaproteobacteria
aggregates-combined-assembly1_5040715_1_580_-	aggregates-combined-assembly1_5040715_1_580_-	0.024695370978545	0.00955418598738894	n.d.	GT41	GT	ABG53859.1	TPR repeat	Bacteria	Cyanobacteria	Oscillatoriales
aggregates-combined-assembly1_5040942_1_684_+	aggregates-combined-assembly1_5040942_1_684_+	0.0219672445402725	0.00544071298159657	n.d.	GT41	GT	ABL65857.1	TPR repeat-containing protein	Bacteria	Chlorobi	Chlorobia
aggregates-combined-assembly1_5041358_1_195_-	aggregates-combined-assembly1_5041358_1_195_-	0.029819844716325	0.00792934027899342	n.d.	GH13	GH	ABE40710.1	Malto-oligosyltrehalose synthase	Bacteria	Proteobacteria	Alphaproteobacteria
aggregates-combined-assembly1_5041358_317_853_-	aggregates-combined-assembly1_5041358_317_853_-	0.029819844716325	0.00792934027899342	n.d.	CBM48	CB	ABQ38242.1	glycosyl hydrolase (glycogen debranching enzyme)	Bacteria	Proteobacteria	Alphaproteobacteria
aggregates-combined-assembly1_5041358_856_1200_-	aggregates-combined-assembly1_5041358_856_1200_-	0.029819844716325	0.00792934027899342	n.d.	CBM48	CB	ABA04468.1	glycogen debranching enzyme GlgX	Bacteria	Proteobacteria	Alphaproteobacteria
aggregates-combined-assembly1_5042014_236_982_-	aggregates-combined-assembly1_5042014_236_982_-	0.018633173095205	0.00401302933529863	n.d.	GT32	GT	AAO78880.1	glycoside transferase family 32	Bacteria	Bacteroidetes	Bacteroidetes
aggregates-combined-assembly1_5043053_144_892_+	aggregates-combined-assembly1_5043053_144_892_+	0.0294450448206975	0.00844365563013186	n.d.	GH3	GH	ABR44063.1	glycoside hydrolase family 3, candidate beta-glycosidase	Bacteria	Bacteroidetes	Bacteroidetes
aggregates-combined-assembly1_5043624_1_606_-	aggregates-combined-assembly1_5043624_1_606_-	0.034476688210625	0.011446202966199	n.d.	GT2	GT	AAZ56547.1	conserved hypothetical protein	Bacteria	Actinobacteria	Actinobacteridae
aggregates-combined-assembly1_5043870_1_208_-	aggregates-combined-assembly1_5043870_1_208_-	0.024068710555775	0.00755865923104677	n.d.	GT83	GT	ABD81030.1	glycosyltransferase using lipid monophospho-sugars as glycosyl donors	Bacteria	Proteobacteria	Gammaproteobacteria
aggregates-combined-assembly1_5045035_1_572_+	aggregates-combined-assembly1_5045035_1_572_+	0.03441884297515	0.0083856339497718	3.2.1.20	none	none	CAH64536.1	alpha-D-glucoside glucohydrolase 2	Archaea	Euryarchaeota	Thermoplasmata
aggregates-combined-assembly1_5046141_1_851_-	aggregates-combined-assembly1_5046141_1_851_-	0.0245917136774225	0.00799103026009437	n.d.	GT21	GT	ACB22984.1	hopanoid biosynthesis associated glycosyl transferase protein HpnI	Bacteria	Proteobacteria	Alphaproteobacteria
aggregates-combined-assembly1_5054263_1_749_+	aggregates-combined-assembly1_5054263_1_749_+	0.019743159074305	0.00405200888407783	n.d.	GH18	GH	BAC76694.1	chitinase Chi80	Bacteria	Firmicutes	Bacillales
aggregates-combined-assembly1_5054696_1_414_+	aggregates-combined-assembly1_5054696_1_414_+	0.0249700239724775	0.00727679083846307	n.d.	GT2	GT	AAM71688.1	glycosyl transferase	Bacteria	Chlorobi	Chlorobia
aggregates-combined-assembly1_5055991_354_1042_-	aggregates-combined-assembly1_5055991_354_1042_-	0.026920722585275	0.00769955317101421	n.d.	PL12	PL	ABG85036.1	heparinase II/III-like protein	Bacteria	Firmicutes	Clostridia
aggregates-combined-assembly1_5056451_1_1009_+	aggregates-combined-assembly1_5056451_1_1009_+	0.0255719472909475	0.0118754405421919	n.d.	none	none	AAV93368.1	conserved hypothetical protein	Bacteria	Proteobacteria	Alphaproteobacteria
aggregates-combined-assembly1_5056811_1_582_+	aggregates-combined-assembly1_5056811_1_582_+	0.0246797674850475	0.00791692671618562	3.2.1.1,3.2.1.41	GH13	GH	AAA23205.1	alpha-amylase-pullulanase precursor (gtg start codon)	Bacteria	Firmicutes	Clostridia
aggregates-combined-assembly1_5057234_1_439_+	aggregates-combined-assembly1_5057234_1_439_+	0.04362817773498	0.0154073405310692	n.d.	CBM32	CB	ABF90924.1	F5/8 type C domain protein	Bacteria	Proteobacteria	Deltaproteobacteria
aggregates-combined-assembly1_5057995_102_965_-	aggregates-combined-assembly1_5057995_102_965_-	0.02603837131788	0.00578917445621116	n.d.	GT2	GT	ABX12491.1	glycosyl transferase family 2	Archaea	Crenarchaeota	Thermoprotei
aggregates-combined-assembly1_5063740_1_342_+	aggregates-combined-assembly1_5063740_1_342_+	0.0251109628367	0.0084178878837288	n.d.	GT4	GT	ABC19678.1	Glycosyl transferase, group 1	Bacteria	Firmicutes	Clostridia
aggregates-combined-assembly1_5066949_1_767_+	aggregates-combined-assembly1_5066949_1_767_+	0.0294874383062775	0.0118875231784159	n.d.	GT2	GT	CAM04760.1	HAD-superfamily hydrolase subfamily IIIA	Bacteria	Actinobacteria	Actinobacteridae
aggregates-combined-assembly1_5067072_41_705_+	aggregates-combined-assembly1_5067072_41_705_+	0.03673187337985	0.0112431761481043	n.d.	CBM32	CB	ABF90924.1	F5/8 type C domain protein	Bacteria	Proteobacteria	Deltaproteobacteria
aggregates-combined-assembly1_5067214_1116_1691_-	aggregates-combined-assembly1_5067214_1116_1691_-	0.0227874853209	0.00453582306148786	n.d.	GT4	GT	ABR91664.1	Hypothetical protein mma_2268	Bacteria	Proteobacteria	Betaproteobacteria
aggregates-combined-assembly1_5067429_119_883_+	aggregates-combined-assembly1_5067429_119_883_+	0.0218171720651975	0.00772653296033398	n.d.	GT1	GT	ACB24811.1	glycosyl transferase-like protein	Bacteria	Proteobacteria	Alphaproteobacteria
aggregates-combined-assembly1_5067818_185_964_-	aggregates-combined-assembly1_5067818_185_964_-	0.0231293607241025	0.00651673293426305	n.d.	GT41	GT	AAR35973.1	TPR domain/SEC-C motif domain protein	Bacteria	Proteobacteria	Deltaproteobacteria
aggregates-combined-assembly1_5067819_237_680_-	aggregates-combined-assembly1_5067819_237_680_-	0.021044101310395	0.00559804923661212	n.d.	GH20	GH	ABR41845.1	glycoside hydrolase family 20, candidate beta-N-acetylhexosaminidase	Bacteria	Bacteroidetes	Bacteroidetes
aggregates-combined-assembly1_5068141_1_672_-	aggregates-combined-assembly1_5068141_1_672_-	0.0221769396805	0.00432752897676149	n.d.	GT66	GT	ABX11975.1	Dolichyl-diphosphooligosaccharide--protein glycotransferase	Archaea	Crenarchaeota	Thermoprotei
aggregates-combined-assembly1_5068494_1_708_+	aggregates-combined-assembly1_5068494_1_708_+	0.023685196518825	0.00283508731494546	2.4.1.217,3.1.3.70	GT55	GT	AAW39385.1	mannosyl-3-phosphoglycerate synthase/mannosyl-3-phosphoglycerate phosphatase	Bacteria	Chloroflexi	Dehalococcoidetes
aggregates-combined-assembly1_5068744_225_691_-	aggregates-combined-assembly1_5068744_225_691_-	0.0271222622325525	0.00846778562785886	n.d.	GH92	GH	EAA62552.1	hypothetical protein AN53922	Eukaryota	Fungi	Ascomycota
aggregates-combined-assembly1_5070153_1_199_-	aggregates-combined-assembly1_5070153_1_199_-	0.0187474137866775	0.00516231680102368	n.d.	none	none	ABD19776.1	WfaS	Bacteria	Proteobacteria	Gammaproteobacteria
aggregates-combined-assembly1_5070153_227_774_-	aggregates-combined-assembly1_5070153_227_774_-	0.0187474137866775	0.00516231680102368	n.d.	GT4	GT	ABQ90847.1	glycosyl transferase, group 1	Bacteria	Chloroflexi	Chloroflexales
aggregates-combined-assembly1_5070320_90_667_-	aggregates-combined-assembly1_5070320_90_667_-	0.03330970366725	0.0109037847850368	n.d.	GH3	GH	XP_365193.1	hypothetical protein MGG_10038	Eukaryota	Fungi	Dikarya
aggregates-combined-assembly1_5071275_1_669_+	aggregates-combined-assembly1_5071275_1_669_+	0.02296434778805	0.00559229714260073	n.d.	CE14	CE	ABF44671.1	LmbE-like protein protein	Bacteria	Deinococcus-Thermus	Deinococci
aggregates-combined-assembly1_5078993_30_469_-	aggregates-combined-assembly1_5078993_30_469_-	0.014909544932245	0.00453881967205218	n.d.	GH92	GH	EAA62552.1	hypothetical protein AN53922	Eukaryota	Fungi	Ascomycota
aggregates-combined-assembly1_5080103_591_1054_+	aggregates-combined-assembly1_5080103_591_1054_+	0.02980312682567	0.0102000944251939	n.d.	GT4	GT	ABU56167.1	glycosyl transferase group 1	Bacteria	Chloroflexi	Chloroflexales
aggregates-combined-assembly1_5080176_1_467_+	aggregates-combined-assembly1_5080176_1_467_+	0.0262525153481	0.00785756139066592	n.d.	GH13	GH	ABS02785.1	alpha amylase catalytic region	Bacteria	Actinobacteria	Actinobacteridae
aggregates-combined-assembly1_5081210_1_945_-	aggregates-combined-assembly1_5081210_1_945_-	0.024785202215875	0.00306908112442823	n.d.	GT4	GT	ABG49619.1	glycosyl transferase, group 1	Bacteria	Cyanobacteria	Oscillatoriales
aggregates-combined-assembly1_5081720_1_429_+	aggregates-combined-assembly1_5081720_1_429_+	0.0425818119463	0.0223155523282944	n.d.	GH39	GH	ABW17626.1	transcriptional regulator, AraC family	Bacteria	Firmicutes	Clostridia
aggregates-combined-assembly1_5081720_608_919_-	aggregates-combined-assembly1_5081720_608_919_-	0.0425818119463	0.0223155523282944	n.d.	GH30	GH	ACB74572.1	Glucosylceramidase	Bacteria	Verrucomicrobia	Opitutae
aggregates-combined-assembly1_5082145_1_1018_+	aggregates-combined-assembly1_5082145_1_1018_+	0.0366288665464	0.0222735202607867	n.d.	none	none	ABJ83585.1	conserved hypothetical protein	Bacteria	Acidobacteria	Solibacteres
aggregates-combined-assembly1_5082402_1_345_-	aggregates-combined-assembly1_5082402_1_345_-	0.023823511282145	0.00624629776723879	n.d.	GH13	GH	CAI09058.1	hypothetical protein	Bacteria	Proteobacteria	Betaproteobacteria
aggregates-combined-assembly1_5082957_107_464_+	aggregates-combined-assembly1_5082957_107_464_+	0.0257211730947725	0.00821014198223476	n.d.	GH93	GH	EAA29319.1	hypothetical protein	Eukaryota	Fungi	Ascomycota
aggregates-combined-assembly1_5093266_1_560_+	aggregates-combined-assembly1_5093266_1_560_+	0.02601303110525	0.0074196360361605	n.d.	GH15	GH	CAD55318.1	conserved hypothetical protein	Bacteria	Actinobacteria	Actinobacteridae
aggregates-combined-assembly1_5093692_1_586_+	aggregates-combined-assembly1_5093692_1_586_+	0.0177410851086725	0.00417757610396796	n.d.	CE4	CE	ABC82412.1	Polysaccharide deacetylase	Bacteria	Proteobacteria	Deltaproteobacteria
aggregates-combined-assembly1_5093943_1_409_+	aggregates-combined-assembly1_5093943_1_409_+	0.026977812968875	0.0101778778526715	n.d.	GH3	GH	ABG94752.1	beta-glucosidase	Bacteria	Actinobacteria	Actinobacteridae
aggregates-combined-assembly1_5095962_1_642_+	aggregates-combined-assembly1_5095962_1_642_+	0.0378573710331	0.00929513743864799	n.d.	GT2	GT	AAO76290.1	two-component system sensor histidine kinase/response regulator, hybrid (one component system)	Bacteria	Bacteroidetes	Bacteroidetes
aggregates-combined-assembly1_5096081_1_539_+	aggregates-combined-assembly1_5096081_1_539_+	0.037349263912555	0.014936989165988	2.4.99.1	GT80	GT	BAA25316.1	sialyltransferase 0160	Bacteria	Proteobacteria	Gammaproteobacteria
aggregates-combined-assembly1_5096145_1_542_-	aggregates-combined-assembly1_5096145_1_542_-	0.0246910139079	0.00753031093303238	n.d.	GT2	GT	AAO76290.1	two-component system sensor histidine kinase/response regulator, hybrid (one component system)	Bacteria	Bacteroidetes	Bacteroidetes
aggregates-combined-assembly1_5097831_1_689_+	aggregates-combined-assembly1_5097831_1_689_+	0.024935366510275	0.00488303716432967	n.d.	GT2	GT	AAZ60100.1	Glycosyl transferase, family 2:Glycosyl transferase, group 1	Bacteria	Proteobacteria	Betaproteobacteria
aggregates-combined-assembly1_5098026_110_511_-	aggregates-combined-assembly1_5098026_110_511_-	0.0256233825680225	0.00717197104758086	n.d.	CBM33	CB	AAU17736.1	chitin-binding protein	Bacteria	Firmicutes	Bacillales
aggregates-combined-assembly1_5104013_1_885_-	aggregates-combined-assembly1_5104013_1_885_-	0.019355379786075	0.00266254616695474	n.d.	GT4	GT	ABG86485.1	teichuronic acid biosynthesis glycosyl transferase, putative	Bacteria	Firmicutes	Clostridia
aggregates-combined-assembly1_5104013_966_1376_-	aggregates-combined-assembly1_5104013_966_1376_-	0.019355379786075	0.00266254616695474	n.d.	GT4	GT	ABC18990.1	hypothetical protein Moth_0664	Bacteria	Firmicutes	Clostridia
